date,ticker,name
20240726,009070,KCTC
20240726,009190,대양금속
20240726,004140,동방
20240726,017180,명문제약
20240726,329180,HD현대중공업
20240726,078935,GS우
20240726,950210,프레스티지바이오파마
20240726,465770,STX그린로지스
20240726,071970,STX중공업
20240726,063160,종근당바이오
